city,property_name,location,builder,price_lakhs,BHK,property_type
Bangalore,Gopalan Florenza,"Banashankari, Bangalore",Gopalan Enterprises,102.0,2.0,Apartment
Bangalore,BRR North Excellency Phase 1,"Thanisandra, Bangalore",BRR Hallmark Developers,147.0,3.0,Apartment
Bangalore,Godrej Ananda,"Bagalur, Bangalore",Godrej Properties,103.0,2.0,Apartment
Bangalore,Mana Cresta,"Chikkanayakanahalli, Near Sarjapur Road, Bangalore",Mana Projects,136.0,3.0,Apartment
Bangalore,Keya Life By The Lake,"Hebbal, Bangalore",Keya Homes,476.0,4.0,Villa
Bangalore,Keya Around The Life,"Whitefield, Bangalore",Keya Homes,484.99999999999994,5.0,Villa
Bangalore,Mana Skandas The Right Life,"Sarjapur Road, Bangalore",Neo Build Ventures,360.0,3.0,Apartment
Bangalore,Shashank Akshaya,"Kogilu, Near Yelahanka, Bangalore",Shashank Infra Projects,469.00000000000006,4.0,Apartment
Bangalore,DSR The Courtyard,"Sarjapur Road, Bangalore",DSR Infra Projects Bangalore,900.0,5.0,Apartment
Bangalore,Futureisone Aiikya Village,"Sarjapur Road, Bangalore",Futureisone,286.0,3.0,Villa
Bangalore,Nava Vajra,"Horamavu Agara, Bangalore",Nava Jyothi Shelters,370.0,4.0,Villa
Bangalore,Infinity Greenwoods,"Varthur, Bangalore",Infinity Builders And Constructions,254.99999999999997,3.0,Apartment
Bangalore,Godrej Ananda Phase 2,"Bagalur, Bangalore",Godrej Properties,285.0,4.0,Apartment
Bangalore,Jagadhabi Premier,"Whitefield, Bangalore",Jagadhabi Constructions,135.0,2.0,Apartment
Bangalore,IGN The Grove,"Kasturi Nagar, Old Madras Road",IGN Properties,104.0,2.0,Apartment
Bangalore,Birla Trimaya,"Devanahalli, Bangalore",Birla Estates,155.0,3.0,Apartment
Bangalore,SreeReddy Parivar,"Kamanahalli, Bangalore",SreeReddy Properties,,1.0,Apartment
Bangalore,VIHA by ROAHA INFRA,"Sarjapur, Bangalore",Roaha Infra,186.0,2.0,Apartment
Bangalore,Pride Euphora,"KR Puram, Bangalore",Pride Group,192.0,3.0,Apartment
Bangalore,Assetz Sora and Saki,"Bagalur, Bangalore",Assetz Property Group,,1.0,1 RK Studio Apartment
Bangalore,Serene Gardens,"Hennur Road, Bangalore",Jacobson Developers,119.0,2.0,Apartment
Bangalore,L and T Elara Celestia,"Yelahanka, Bangalore",LNT Realty,143.0,3.0,Apartment
Bangalore,Gopalan Olympia,"Mysore Road, Bangalore",Gopalan Enterprises,412.0,4.0,Villa
Bangalore,Pavani Mirabilia,"Whitefield, Bangalore",Pavani Group,418.0,5.0,Villa
Bangalore,Ivory at Brigade Orchards,"Devanahalli, Bangalore",Brigade Group,186.0,3.0,Apartment
Bangalore,Provident Ecopolitan,"Huvinayakanahalli, Near Bagalur, Bangalore",Provident Housing,267.0,4.0,Apartment
Bangalore,SNN Estates Felicity,"Thanisandra, Bangalore",SNN Estates,217.0,3.0,Apartment
Bangalore,Concorde Mayfair,"Yelahanka, Bangalore",Concorde,236.0,4.0,Apartment
Bangalore,Bhartiya Nikoo Homes 5,"Chokkanahalli, Near Thanisandra, Bangalore",Bhartiya Group,77.09,2.0,Apartment
Bangalore,Godrej Aqua,"Hosahalli, Bangalore North",Godrej Properties,110.00000000000001,3.0,Apartment
Bangalore,Adarsh Welkin Park,"Sarjapur Road, Bangalore",Adarsh Group,110.00000000000001,2.0,Apartment
Bangalore,Assetz 22 and CREST,"Yeshwanthpur, Bangalore",Assetz Property Group,152.0,3.0,Apartment
Bangalore,Make Borough,"Doddaballapur, Doddaballapur Road",Make Developers,157.0,2.0,Apartment
Bangalore,Shriram Codename Smash Hit,"Yelahanka, Bangalore",Shriram Properties Limited,184.0,3.0,Apartment
Bangalore,Prestige Suncrest,"Electronic City, Bangalore",Prestige Group,219.0,4.0,Apartment
Bangalore,SD Sri Chakra Farms,"Jangamakote, Chikkaballapur, Bangalore",SD Groups,243.00000000000003,5.0,Apartment
Bangalore,JRC Palladio,"Sarjapur Road, Bangalore",JRC Projects,82.19,2.0,Apartment
Bangalore,Melodies of Life,"Hosa Road, Bangalore",Inspira Builders Bangalore,114.99999999999999,3.0,Apartment
Bangalore,Jagadhabi Premier,"Whitefield, Bangalore",Jagadhabi Constructions,89.66,2.0,Apartment
Bangalore,IGN The Grove,"Kasturi Nagar, Old Madras Road",IGN Properties,146.0,3.0,Apartment
Bangalore,Birla Trimaya,"Devanahalli, Bangalore",Birla Estates,180.0,3.0,Apartment
Bangalore,SreeReddy Parivar,"Kamanahalli, Bangalore",SreeReddy Properties,63.71,1.0,Apartment
Bangalore,VIHA by ROAHA INFRA,"Sarjapur, Bangalore",Roaha Infra,112.99999999999999,2.0,Apartment
Bangalore,Pride Euphora,"KR Puram, Bangalore",Pride Group,445.0,3.0,Apartment
Bangalore,Assetz Sora and Saki,"Bagalur, Bangalore",Assetz Property Group,263.0,3.0,Villa
Bangalore,Serene Gardens,"Hennur Road, Bangalore",Jacobson Developers,48.48,2.0,Apartment
Bangalore,L and T Elara Celestia,"Yelahanka, Bangalore",LNT Realty,172.0,3.0,Villa
Bangalore,Gopalan Olympia,"Mysore Road, Bangalore",Gopalan Enterprises,224.00000000000003,4.0,Villa
Bangalore,Pavani Mirabilia,"Whitefield, Bangalore",Pavani Group,212.0,3.0,Apartment
Bangalore,Ivory at Brigade Orchards,"Devanahalli, Bangalore",Brigade Group,386.0,4.0,Apartment
Bangalore,Provident Ecopolitan,"Huvinayakanahalli, Near Bagalur, Bangalore",Provident Housing,172.0,2.0,Apartment
Bangalore,SNN Estates Felicity,"Thanisandra, Bangalore",SNN Estates,199.0,3.0,Apartment
Bangalore,Concorde Mayfair,"Yelahanka, Bangalore",Concorde,250.0,4.0,Apartment
Bangalore,Bhartiya Nikoo Homes 5,"Chokkanahalli, Near Thanisandra, Bangalore",Bhartiya Group,128.0,2.0,Apartment
Bangalore,Godrej Aqua,"Hosahalli, Bangalore North",Godrej Properties,172.0,3.0,Apartment
Bangalore,Adarsh Welkin Park,"Sarjapur Road, Bangalore",Adarsh Group,392.0,3.0,Apartment
Bangalore,Assetz 22 and CREST,"Yeshwanthpur, Bangalore",Assetz Property Group,459.99999999999994,4.0,Apartment
Bangalore,Make Borough,"Doddaballapur, Doddaballapur Road",Make Developers,85.28,2.0,Apartment
Bangalore,Shriram Codename Smash Hit,"Yelahanka, Bangalore",Shriram Properties Limited,112.99999999999999,3.0,Apartment
Bangalore,Prestige Suncrest,"Electronic City, Bangalore",Prestige Group,138.0,2.0,Apartment
Bangalore,SD Sri Chakra Farms,"Jangamakote, Chikkaballapur, Bangalore",SD Groups,160.0,3.0,Apartment
Bangalore,JRC Palladio,"Sarjapur Road, Bangalore",JRC Projects,254.99999999999997,4.0,Apartment
Bangalore,Melodies of Life,"Hosa Road, Bangalore",Inspira Builders Bangalore,61.53,2.0,Apartment
Bangalore,Sarang by Sumadhura Phase 1,"Doddabanahalli, Near KR Puram, Bangalore",Sumadhura Group,87.5,3.0,Apartment
Bangalore,Goyal Riviera Uno,"Soukya Road, Whitefield, Bangalore",Goyal and Co,56.85,1.0,Apartment
Bangalore,SKBC Serenity,"Rajajinagar, Bangalore",SKBC,103.0,2.0,Apartment
Bangalore,Godrej Royale Woods,"Devanahalli, Bangalore",Godrej Properties,147.0,3.0,Apartment
Bangalore,L and T Raintree Boulevard,"Hebbal, Bangalore",LNT Realty,85.18,1.0,Apartment
Bangalore,Vaibhav Nagar,"Jangamakote, Chikkaballapur, Bangalore",Vaibhav Group,142.0,2.0,Apartment
Bangalore,ARS Zurich,"Sompura, Sarjapur Road",ARS Infraa,202.0,3.0,Apartment
Bangalore,KVG Superior,"Kalkere, Bangalore",KVG Builders,270.0,4.0,Apartment
Bangalore,Sattva Park Cubix,"Devanahalli, Bangalore",Sattva Group,231.0,3.0,Apartment
Bangalore,Mana Dale,"Kodathi, Near Sarjapur Road, Bangalore",Mana Projects,,1.0,Apartment
Bangalore,Godrej Avenues,"Yelahanka, Bangalore",Godrej Properties,151.0,2.0,Apartment
Bangalore,Sumadhura Epitome,"Hebbal, Bangalore",Sumadhura Group,208.0,3.0,Apartment
Bangalore,Brigade Laguna,"Hebbal, Bangalore",Brigade Group,243.00000000000003,4.0,Apartment
Bangalore,Serenity Gardens by SNN Estates,"Begur Road, Bangalore",SNN Estates,115.99999999999999,2.0,Apartment
Bangalore,Rohan Upavan,"Hennur Road, Bangalore",Rohan Builders,151.0,3.0,Apartment
Bangalore,Sattva Songbird,"Old Madras Road, Bangalore",Sattva Group,145.0,1.0,Apartment
Bangalore,Provident Sunworth City,"Mysore Road, Bangalore",Provident Housing,220.00000000000003,2.0,Apartment
Bangalore,Skandaavani Spirit of One,"Varthur, Bangalore",Skandaavani Shelters,286.0,3.0,Apartment
Bangalore,Prestige Somerville,"Whitefield, Bangalore",Prestige Group,448.00000000000006,4.0,Apartment
Bangalore,Sobha Neopolis,"Panathur, Bangalore",Sobha,328.0,3.0,Apartment
Bangalore,Keya The Lake Terraces,"Electronics City Phase 1, Bangalore",Keya Homes,117.0,,Land
Bangalore,DSR Parkway,"Sarjapur Road, Bangalore",DSR Infra Projects Bangalore,103.0,2.0,Apartment
Bangalore,Pruthvi Vivanta,"Sarjapur, Bangalore",Pruthvi Projects,138.0,3.0,Apartment
Bangalore,Sarang by Sumadhura Phase 1,"Doddabanahalli, Near KR Puram, Bangalore",Sumadhura Group,219.0,3.0,Apartment
Bangalore,Goyal Riviera Uno,"Soukya Road, Whitefield, Bangalore",Goyal and Co,291.0,4.0,Apartment
Bangalore,SKBC Serenity,"Rajajinagar, Bangalore",SKBC,488.99999999999994,4.0,Villa
Bangalore,Godrej Royale Woods,"Devanahalli, Bangalore",Godrej Properties,222.00000000000003,2.0,Apartment
Bangalore,L and T Raintree Boulevard,"Hebbal, Bangalore",LNT Realty,284.0,3.0,Apartment
Bangalore,Vaibhav Nagar,"Jangamakote, Chikkaballapur, Bangalore",Vaibhav Group,38.0,1.0,Apartment
Bangalore,ARS Zurich,"Sompura, Sarjapur Road",ARS Infraa,152.0,2.0,Apartment
Bangalore,KVG Superior,"Kalkere, Bangalore",KVG Builders,198.0,3.0,Apartment
Bangalore,Sattva Park Cubix,"Devanahalli, Bangalore",Sattva Group,,1.0,1 RK Studio Apartment
Bangalore,Godrej Avenues,"Yelahanka, Bangalore",Godrej Properties,,2.0,Apartment
Bangalore,Sumadhura Epitome,"Hebbal, Bangalore",Sumadhura Group,376.0,3.0,Apartment
Bangalore,Serenity Gardens by SNN Estates,"Begur Road, Bangalore",SNN Estates,35.98,,Land
Bangalore,Rohan Upavan,"Hennur Road, Bangalore",Rohan Builders,93.0,2.0,Apartment
Bangalore,Sattva Songbird,"Old Madras Road, Bangalore",Sattva Group,166.0,3.0,Apartment
Bangalore,Provident Sunworth City,"Mysore Road, Bangalore",Provident Housing,64.83,2.0,Apartment
Bangalore,Skandaavani Spirit of One,"Varthur, Bangalore",Skandaavani Shelters,79.68,3.0,Apartment
Bangalore,Prestige Somerville,"Whitefield, Bangalore",Prestige Group,50.13,1.0,Apartment
Bangalore,ARS Signature Homes,"Kada Agrahara, Sarjapur Road, Bangalore",ARS Infraa,78.46,2.0,Apartment
Bangalore,Sobha Neopolis,"Panathur, Bangalore",Sobha,113.99999999999999,3.0,Apartment
Bangalore,Keya The Lake Terraces,"Electronics City Phase 1, Bangalore",Keya Homes,162.0,3.0,Apartment
Bangalore,DSR Parkway,"Sarjapur Road, Bangalore",DSR Infra Projects Bangalore,191.0,4.0,Apartment
Bangalore,Pruthvi Vivanta,"Sarjapur, Bangalore",Pruthvi Projects,,1.0,Apartment
Bangalore,SBR One Residence,"Whitefield, Bangalore",SBR Group,113.99999999999999,2.0,Apartment
Bangalore,Euphoria in The East,"Whitefield, Bangalore",Sowparnika Projects,150.0,3.0,Apartment
Bangalore,Goyal Orchid Salisbury,"Thirumenahalli, Near Thanisandra Main Road, Bangalore",Goyal and Co,204.0,2.0,Apartment
Bangalore,Casa Life by Bhavisha Homes,"Sarjapur Road, Bangalore",Bhavisha Properties,210.0,3.0,Apartment
Bangalore,Brigade Horizon,"Mysore Road, Bangalore",Brigade Group,239.0,4.0,Apartment
Bangalore,Mana Capitol,"Sarjapur Road, Bangalore",Mana Projects,260.0,3.0,Apartment
Bangalore,Vaibhav Natures Nest,"Jangamakote, Chikkaballapur, Bangalore",Vaibhav Group,120.0,2.0,Apartment
Bangalore,Assetz Canvas and Cove,"Begur, Bangalore",Assetz Property Group,164.0,3.0,Apartment
Bangalore,Adarsh Park Heights,"Gunjur, Near Varthur, Bangalore",Adarsh Group,200.0,4.0,Apartment
Bangalore,Ramsons East Park Residences,"Sarjapur Road, Bangalore",Ramsons Trendsquares,135.0,2.0,Apartment
Bangalore,Sattva Forest Ridge,"9th Phase JP Nagar, Bangalore",Sattva Group,173.0,3.0,Apartment
Bangalore,Shriram Pristine Estates,"Doddaballapur, Doddaballapur Road",Shriram Properties Limited,273.0,4.0,Apartment
Bangalore,Brigade Eternia,"Yelahanka, Bangalore",Brigade Enterprises Bengaluru,,1.0,Apartment
Bangalore,Birla Trimaya Phase 3,"Devanahalli, Bangalore",Birla Estates,149.0,2.0,Apartment
Bangalore,Godrej Woodscapes,"Budigere Cross, Bangalore",Godrej Properties,198.0,3.0,Apartment
Bangalore,Embassy Verde,"Devanahalli, Bangalore",Embassy Group,400.0,5.0,Apartment
Bangalore,STSK Nature Elation,"Varthur, Bangalore",STSK Builders and Developers,94.88,1.0,Apartment
Bangalore,Sobha Madison Heights,"Hosur Road, Bangalore",Sobha,176.0,2.0,Apartment
Bangalore,Century Liva,"Yelahanka, Bangalore",Century Real Estate Holdings,227.99999999999997,3.0,Apartment
Bangalore,Mantri Serenity,"Kanakapura Road, Bangalore",Mantri Developers,514.0,4.0,Apartment
Bangalore,Brigade Sanctuary,"Chikkavaderapura, Near Varthur, Bangalore",Brigade Group,62.99,2.0,Apartment
Bangalore,Vaswani Starlight,"Whitefield, Bangalore",Vaswani Group,74.99,3.0,Apartment
Bangalore,Purva Atmosphere,"Thanisandra Main Road, Bangalore North",Puravankara,342.0,4.0,Villa
Bangalore,SBR One Residence,"Whitefield, Bangalore",SBR Group,221.0,3.0,Apartment
Bangalore,Euphoria in The East,"Whitefield, Bangalore",Sowparnika Projects,93.9,2.0,Apartment
Bangalore,Goyal Orchid Salisbury,"Thirumenahalli, Near Thanisandra Main Road, Bangalore",Goyal and Co,135.0,3.0,Apartment
Bangalore,Casa Life by Bhavisha Homes,"Sarjapur Road, Bangalore",Bhavisha Properties,94.0,1.0,Apartment
Bangalore,Brigade Horizon,"Mysore Road, Bangalore",Brigade Group,152.0,2.0,Apartment
Bangalore,Mana Capitol,"Sarjapur Road, Bangalore",Mana Projects,177.0,3.0,Apartment
Bangalore,Vaibhav Natures Nest,"Jangamakote, Chikkaballapur, Bangalore",Vaibhav Group,327.0,3.0,Villa
Bangalore,Assetz Canvas and Cove,"Begur, Bangalore",Assetz Property Group,397.0,4.0,Villa
Bangalore,Adarsh Park Heights,"Gunjur, Near Varthur, Bangalore",Adarsh Group,91.42,2.0,Apartment
Bangalore,Ramsons East Park Residences,"Sarjapur Road, Bangalore",Ramsons Trendsquares,120.0,3.0,Apartment
Bangalore,Sattva Forest Ridge,"9th Phase JP Nagar, Bangalore",Sattva Group,227.0,4.0,Apartment
Bangalore,Shriram Pristine Estates,"Doddaballapur, Doddaballapur Road",Shriram Properties Limited,,1.0,Apartment
Bangalore,Brigade Eternia,"Yelahanka, Bangalore",Brigade Enterprises Bengaluru,146.0,2.0,Apartment
Bangalore,Birla Trimaya Phase 3,"Devanahalli, Bangalore",Birla Estates,408.0,3.0,Apartment
Bangalore,Godrej Woodscapes,"Budigere Cross, Bangalore",Godrej Properties,43.18,,Land
Bangalore,Embassy Verde,"Devanahalli, Bangalore",Embassy Group,276.0,3.0,Apartment
Bangalore,STSK Nature Elation,"Varthur, Bangalore",STSK Builders and Developers,,1.0,Apartment
Bangalore,Sobha Madison Heights,"Hosur Road, Bangalore",Sobha,159.0,2.0,Apartment
Bangalore,Century Liva,"Yelahanka, Bangalore",Century Real Estate Holdings,220.00000000000003,3.0,Apartment
Bangalore,Mantri Serenity,"Kanakapura Road, Bangalore",Mantri Developers,159.0,2.0,Apartment
Bangalore,Folium by Sumadhura Phase 3,"Whitefield, Bangalore",Sumadhura Group,244.0,3.0,Apartment
Bangalore,SreeReddy Ihitha,"Marathahalli, Bangalore",SreeReddy Properties,281.0,4.0,Apartment
Bangalore,Brigade Sanctuary,"Chikkavaderapura, Near Varthur, Bangalore",Brigade Group,69.8,1.0,Apartment
Bangalore,Vaswani Starlight,"Whitefield, Bangalore",Vaswani Group,137.0,2.0,Apartment
Bangalore,Purva Atmosphere,"Thanisandra Main Road, Bangalore North",Puravankara,174.0,3.0,Apartment
Bangalore,Goyal Orchid Life,"Varthur, Bangalore",Goyal and Co,147.0,2.0,Apartment
Bangalore,SNN Clermont,"Hebbal, Bangalore",SNN Estates,224.00000000000003,3.0,Apartment
Bangalore,Modern Serene Heights,"Sarjapur Road, Bangalore",Modern Spaaces,965.0,4.0,Apartment
Bangalore,GM GOVIANU,"Seshadripuram, Bangalore Central",Govianu Wealth Management,747.0,5.0,Apartment
Bangalore,Sattva Lumina,"Yelahanka, Bangalore",Sattva Group,141.0,2.0,Apartment
Bangalore,Prestige Glenbrook,"Whitefield, Bangalore",Prestige Group,175.0,3.0,Apartment
Bangalore,Modern Spaaces Engrace Vista,"Sarjapur Road, Bangalore",Modern Spaaces,330.0,3.0,Apartment
Bangalore,Raki Amaryllis,"Begur Road, Bangalore",Raki Developers,390.0,4.0,Apartment
Bangalore,Casagrand Casablanca,"Kanakapura Road, Bangalore",Casagrand,62.4,1.0,Apartment
Bangalore,Bhartiya City Nikoo Homes 6,"Kogilu, Near Yelahanka, Bangalore",Bhartiya Group,101.0,2.0,Apartment
Bangalore,Total Environment Pursuit of A Radical Rhapsody,"Hoodi, Bangalore",Total Environment Homes,158.0,3.0,Apartment
Bangalore,GRC Sapphire Spring,"Gottigere, Bannerghatta Road",GRC Infra,36.04,1.0,1 RK Studio Apartment
Bangalore,Vajram Newtown 2,"Thanisandra Main Road, Bangalore North",Vajram Group,174.0,2.0,Apartment
Bangalore,Kalyani LivingTree,"Bagalur, Bangalore",Kalyani Developers Bangalore,241.0,3.0,Apartment
Bangalore,Radiance Platinum,"Koramangala, Bangalore",Radiance Realty,337.0,4.0,Apartment
Bangalore,Sattva Misty Charm,"Kanakapura Road, Bangalore",Sattva Group,166.0,3.0,Apartment
Bangalore,Elegant Takt,"Yelahanka, Bangalore",Elegant Builders and Developers Bangalore,91.18,2.0,Apartment
Bangalore,Prestige Waterford,"Whitefield, Bangalore",Prestige Group,121.0,3.0,Apartment
Bangalore,Urbanrise Paradise On Earth,"Kanakapura Road, Bangalore",Urbanrise,115.99999999999999,2.0,Apartment
Bangalore,Sowparnika Rhythm of Rain,"Whitefield, Bangalore",Sowparnika Projects,139.0,3.0,Apartment
Bangalore,Assetz Soho and Sky,"Jakkur, Bangalore",Assetz Property Group,231.0,4.0,Apartment
Bangalore,DNR Parklink,"Hennur Road, Bangalore",DNR Group,390.0,5.0,Apartment
Bangalore,TVS Emerald Cascadia,"Sudhama Nagar, Mission Road, Bangalore",Emerald Haven Realty,,1.0,Apartment
Bangalore,Suraksha Springs,"Begur Road, Bangalore",Suraksha Group,179.0,2.0,Apartment
Bangalore,Bhavisha Meadows,"Chandapura, Bangalore",Bhavisha Properties,57.77,2.0,Apartment
Bangalore,Total Environment Tangled Up in Green,"Devanahalli, Bangalore",Total Environment Homes,78.7,3.0,Apartment
Bangalore,Soulace By Modern Spaaces,"Kada Agrahara, Sarjapur Road, Bangalore",Modern Spaaces,625.0,,Land
Bangalore,Assetz 63 Degree East,"Kodathi, Near Sarjapur Road, Bangalore",Assetz Property Group,350.0,4.0,Villa
Bangalore,Adithya Homes Paradise,"Whitefield, Bangalore",Adithya Homes,450.0,5.0,Villa
Bangalore,Provident Deansgate,"IVC Road, Devanahalli",Provident Housing,,,Land
Bangalore,Century Ethos,"Hebbal, Bangalore",Century Real Estate Holdings,,1.0,Apartment
Bangalore,Merusri Swamy Orchards,"Devanahalli, Bangalore",Merusri Developers,181.0,2.0,Apartment
Bangalore,Casagrand Flamingo,"Begur, Bangalore",Casagrand,231.99999999999997,3.0,Apartment
Bangalore,Casagrand Vivacity,"Electronic City, Bangalore",Casagrand,150.0,,Land
Bangalore,Bren Aspera,"Bandapura, Old Madras Road",Bren Corporation,209.0,3.0,Villa
Bangalore,NCC Urban Lake Springs,"JP Nagar, Bangalore",NCC Urban Infrastructure,480.0,3.0,Apartment
Bangalore,Brigade Orchards Goldspire,"Devanahalli, Bangalore",Brigade Group,723.0,4.0,Apartment
Bangalore,Nambiar Millennia,"Sarjapur Road, Bangalore",Nambiar Builders,432.0,4.0,Villa
Bangalore,Ajmera Lakeside Paradise,"Kempanahalli, Near Yelahanka New Town, Bangalore",Ajmera Group,,2.0,Apartment
Bangalore,Esteem South Park,"Gottigere, Bannerghatta Road",Esteem South Parks,277.0,3.0,Apartment
Bangalore,Sumadhura Panorama,"Devanahalli, Bangalore",Sumadhura Group,,4.0,Apartment
Bangalore,Sattva Aeropolis,"Devanahalli, Bangalore",Sattva Group,,1.0,Apartment
Bangalore,Mantri Webcity,"Hennur Road, Bangalore",Mantri Developers,,2.0,Apartment
Bangalore,Prestige Pine Forest,"Whitefield, Bangalore",Prestige Group,125.0,3.0,Apartment
Bangalore,Prestige White Meadows,"Whitefield, Bangalore",Prestige Group,,2.0,Apartment
Bangalore,Arvind Greatlands,"Devanahalli, Bangalore",Arvind Smartspaces,,3.0,Apartment
Bangalore,Binary Temple Tree,"Sarjapur Road, Bangalore",Binary Realty,225.99999999999997,4.0,Apartment
Bangalore,Prestige Finsbury Park,"Bagalur, Bangalore",Prestige Group,,1.0,Apartment
Bangalore,Sattva Anugraha,"Vijayanagar, Bangalore",Sattva Group,111.00000000000001,2.0,Apartment
Bangalore,Sobha Manhattan Towers Town Park,"Yadavanahalli, Near Hosur Road, Bangalore",Sobha,155.0,3.0,Apartment
Bangalore,Sobha Royal Pavilion,"Sarjapur Road, Bangalore",Sobha,108.0,2.0,Apartment
Bangalore,Amberstone Ventara Residences,"Sarjapur Road, Bangalore",Amberstone Properties,151.0,3.0,Apartment
Bangalore,Inspira Tropical Garden,"Electronic City Phase 2, Bangalore",Inspira builders,78.3,2.0,Apartment
Bangalore,Embassy Lake Terraces,"Hebbal Kempapura, Near Hebbal, Bangalore",Embassy Group,210.0,3.0,Apartment
Bangalore,Mahaadeva My Fortune,"Electronics City Phase 1, Bangalore",Mahaadeva Constructions,211.0,2.0,Apartment
Bangalore,Trifecta Vanto,"Sarjapur Road, Bangalore",Trifecta Projects,322.0,3.0,Apartment
Bangalore,Svamitva Soul Spring,"HSR Layout, Bangalore",Svamitva Infra,312.0,4.0,Apartment
Bangalore,Celebrity MS Gardenia,"Chandapura, Bangalore",Celebrity Infrastructures,185.0,3.0,Apartment
Bangalore,Visista by Vista Spaces Okas,"Yelahanka, Bangalore",Vista Spaces,231.0,4.0,Apartment
Bangalore,Sobha Windsor,"Whitefield, Bangalore",Sobha,95.48,2.0,Apartment
Bangalore,Provident Capella,"Samethanahalli, Near Whitefield, Bangalore",Provident Housing,127.0,3.0,Apartment
Bangalore,GRC Shreekrish,"Sarjapur Road, Bangalore",GRC Infra,546.0,3.0,Apartment
Bangalore,Vaswani Exquisite,"Hoodi, Bangalore",Vaswani Group,1095.0,4.0,Apartment
Bangalore,Heriitage Signature,"Shanti Nagar, Bangalore",Heriitage Infrastructures,1246.0,5.0,Apartment
Bangalore,SLV Icon,"Yelahanka, Bangalore",SLV Developers,75.08,2.0,Apartment
Bangalore,Shriram Solitaire,"Yelahanka New Town, Bellari Road",Shriram Properties Limited,87.75,3.0,Apartment
Bangalore,Srikara Urban Park,"Electronics City Phase 1, Bangalore",Srikara Structures,119.0,2.0,Apartment
Bangalore,2gTula,"Hoodi, Bangalore",2getherments Infra,134.0,3.0,Apartment
Bangalore,Provident Park Square,"Kanakapura Road, Bangalore",Provident Housing,,1.0,Apartment
Bangalore,Mahidhara Harmony,"Sarjapur Road, Bangalore",Mahidhara Projects,202.99999999999997,2.0,Apartment
Bangalore,Casagrand Zaiden,"Kanakapura Road, Bangalore",Casagrand,401.0,3.0,Apartment
Bangalore,Purva Meraki,"HSR Layout, Bangalore",Puravankara,375.0,4.0,Apartment
Bangalore,Mahendra Arto Helix,"Electronic City, Bangalore",Mahendra Arto LLP,114.99999999999999,2.0,Apartment
Bangalore,Century Regalia,"Indira Nagar, Bangalore East",Century Real Estate Holdings,157.0,3.0,Apartment
Bangalore,Abhee Riviera Royale,"Kudlu Gate, Bangalore",Abhee Ventures,367.0,2.0,Apartment
Bangalore,Goyal Orchid Platinum,"Whitefield, Bangalore",Goyal and Co,450.0,3.0,Apartment
Bangalore,Hinduja El Jardin,"Thirumenahalli, Near Thanisandra Main Road, Bangalore",Hinduja Holdings,550.0,4.0,Apartment
Bangalore,Meda East Winds,"Panathur, Bangalore",Meda Projects,108.0,2.0,Apartment
Bangalore,Adarsh Lumina,"Halanayakanahalli, Bangalore",Adarsh Group,156.0,3.0,Apartment
Bangalore,Sobha Sentosa,"Balagere, Near Panathur, Bangalore",Sobha,188.0,2.0,Apartment
Bangalore,Folium By Sumadhura Phase 2,"Whitefield, Bangalore",Sumadhura Group,256.0,3.0,Apartment
Bangalore,Fairmont At Brigade Orchards,"Devanahalli, Bangalore",Brigade Group,272.0,4.0,Apartment
Bangalore,JRC Wild Woods,"Sarjapur Road, Bangalore",JRC Projects,195.0,3.0,Apartment
Bangalore,Sobha Infinia,"Agara Village, HSR Layout",Sobha,,1.0,Apartment
Bangalore,Shriram The Poem,"Jalahalli, BEL Road, Bangalore",Shriram Properties Limited,120.0,2.0,Apartment
Bangalore,Adarsh Tropica,"Chikkanayakanahalli, Near Sarjapur Road, Bangalore",Orchids Apartments,176.0,3.0,Apartment
Bangalore,Elegant Hermitage,"Rajarajeshwari Nagar, Bangalore",Elegant Builders Bangalore,141.0,2.0,Apartment
Bangalore,The Presidential Tower,"Yeshwanthpur, Bangalore",Golden Gate CNTC,186.0,3.0,Apartment
Bangalore,DS MAX Sky Sisira,"Yelahanka, Bangalore",DS Max Properties,90.3,1.0,Apartment
Bangalore,Brigade Atmosphere,"Devanahalli, Bangalore",Brigade Group,235.0,3.0,Apartment
Bangalore,Navanaami Courtyard Of Life,"Kodathi, Near Sarjapur Road, Bangalore",Navanaami Projects,,2.0,Apartment
Bangalore,Sobha Dream Gardens,"Thanisandra, Bangalore",Sobha,332.0,3.0,Apartment
Bangalore,Trishul Happy Homes Arghya,"Electronics City Phase 1, Bangalore",Trishul Builders and Promoters,393.0,4.0,Apartment
Bangalore,Meridian Park at The Prestige City,"Sarjapur Road, Bangalore",Prestige Group,60.16,1.0,Apartment
Bangalore,MSR Passion Square,"Sarjapur Road, Bangalore",MSR Shelters LLP,129.0,2.0,Apartment
Bangalore,Godrej Park Retreat,"Sarjapur Road, Bangalore",Godrej Properties,147.0,3.0,Apartment
Bangalore,Phoenix Kessaku,"Rajajinagar, Bangalore",The Phoenix Mills,163.0,2.0,Apartment
Bangalore,Kumar Prospera,"Hennur Road, Bangalore",Kumar Properties,275.0,3.0,Apartment
Bangalore,Total Windmills Of Your Mind,"Whitefield, Bangalore",Total Environment Homes,338.0,4.0,Apartment
Bangalore,Akarsh Adarsh Rosewood,"Doddakannelli, Whitefield, Bangalore",Akarsh Residence,,3.0,Apartment
